raga_name|kriti_name|composer_name|Link
garudadhvani|Tatvameruga taramaa|Tyagaraja|http://www.karnatik.com/c1603.shtml
simhelam|Ashaindaadum mayil|Oothukkadu Venkata Kavi|http://www.karnatik.com/c2426.shtml
simhelam|Ashhtaadasha supeethastite|Muthiah Bhagavatar|http://www.karnatik.com/c2085.shtml
simhelam|Ati sundaram|Muthiah Bhagavatar|http://www.karnatik.com/c1994.shtml
simhelam|Ennai kaividuvaayo|Shuddhananda Bharati|http://www.karnatik.com/c1697.shtml
simhelam|Ihapara menumeru|Papanasam Sivan|http://www.karnatik.com/c1609.shtml
simhelam|Kanneduttaagilum|Shuddhananda Bharati|http://www.karnatik.com/c1622.shtml
simhelam|Natajana paripaala|Tyagaraja|http://www.karnatik.com/c2591.shtml
simhelam|Needu caranamule|Tyagaraja|http://www.karnatik.com/c1596.shtml
simhelam|Paripaahi dayaakara|R. Ramachandran Nair|http://www.karnatik.com/c3118.shtml
simhelam|Porumaiyai izhainden|G. N. Balasubramaniam|http://www.karnatik.com/c3075.shtml
simhelam|Raama raama gunaseemaa|Swathi Thirunal Rama Varma|http://www.karnatik.com/c1817.shtml
simhelam|Unnai allaal|Koteeswara Iyer|http://www.karnatik.com/c1247.shtml
shulini|Paraamukham adeno|Koteeswara Iyer|http://www.karnatik.com/c1791.shtml
shulini|Praananaatha biraana|Tyagaraja|http://www.karnatik.com/c2730.shtml
ratnangi|Janani aashrta|Muthiah Bhagavatar|http://www.karnatik.com/c2186.shtml
ratnangi|Kalashavaardhijaam|Tyagaraja|http://www.karnatik.com/c2382.shtml
ratnangi|Tarunam ide dayaanidhe|Koteeswara Iyer|http://www.karnatik.com/c1758.shtml
gambhiravani|Sadaamadin dalatu|Tyagaraja|http://www.karnatik.com/c1512.shtml
athana|Amma dharma samvardhani|Tyagaraja|http://www.karnatik.com/c1380.shtml
athana|Anupama gunaambudhi|Tyagaraja|http://www.karnatik.com/c1385.shtml
athana|Atta balukudu|Tyagaraja|http://www.karnatik.com/c1391.shtml
athana|Ela nee dayaraadu (baala kanakamaya)|Tyagaraja|http://www.karnatik.com/c1403.shtml
athana|Bhajana  seya raadaa|Tyagaraja|http://www.karnatik.com/c1397.shtml
athana|Cede buddhi maanuraa|Tyagaraja|http://www.karnatik.com/c2237.shtml
athana|Cidagni kunda|Muthiah Bhagavatar|http://www.karnatik.com/c1749.shtml
athana|E paapamu|Tyagaraja|http://www.karnatik.com/c2311.shtml
athana|Ela nee dayaraadu (baala kanakamaya)|Tyagaraja|http://www.karnatik.com/c1403.shtml
athana|Emani palukuduraa|Venkataramana Bhagavathar|http://www.karnatik.com/c3167.shtml
athana|Ilalo pranataarti|Tyagaraja|http://www.karnatik.com/c2350.shtml
athana|Jagadguro|Muthiah Bhagavatar|http://www.karnatik.com/c2137.shtml
athana|Kattu jesinaavu|Tyagaraja|http://www.karnatik.com/c2402.shtml
athana|Khelati mama hridaye|Sadasiva Brahmendra|http://www.karnatik.com/c2971.shtml
athana|Koil ulagellaam|Shuddhananda Bharati|http://www.karnatik.com/c1664.shtml
athana|Mummurtulu gumigoodi|Tyagaraja|http://www.karnatik.com/c2567.shtml
athana|Naarada gaanalola|Tyagaraja|http://www.karnatik.com/c2587.shtml
athana|Pagavaanivale|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3020.shtml
athana|Parama paavani|Annasaami shastri|http://www.karnatik.com/c3152.shtml
athana|Pudu yugam varavendum|Shuddhananda Bharati|http://www.karnatik.com/c1651.shtml
athana|Raama naamamu|Tyagaraja|http://www.karnatik.com/c2756.shtml
athana|Raaraa raghuveera|Tyagaraja|http://www.karnatik.com/c2790.shtml
athana|Sakala graha bala|Purandara Dasa|http://www.karnatik.com/c1710.shtml
athana|Shree mahaaganapatim bhajeham|Jayachamarajendra Wadiyar|http://www.karnatik.com/c2422.shtml
athana|Shreepapriya|Tyagaraja|http://www.karnatik.com/c2860.shtml
athana|Taa taa nin paadam|Koteeswara Iyer|http://www.karnatik.com/c1882.shtml
athana|Tiruvotriyoor tyaagaraajan (padam)|Ghanam Krishna Iyer|http://www.karnatik.com/c1263.shtml
jyotiswarupini|Aanandamaya manave|Venkataramana Bhagavathar|http://www.karnatik.com/c3157.shtml
jyotiswarupini|Gaanaamuda paanam|Koteeswara Iyer|http://www.karnatik.com/c1856.shtml
lalita|Cedipoke o|Venkataramana Bhagavathar|http://www.karnatik.com/c3163.shtml
lalita|Tillaanaa (lalitaa)|A.s. pancaapakesha aiyyar|http://www.karnatik.com/c1058.shtml
shubhapantuvarali|Shree satyanaaraayanam upaasmahe|Muthuswami Dikshitar|http://www.karnatik.com/c3316.shtml
valaji|Jaalandhara|Harikesha n. m. bhaagavatar|http://www.karnatik.com/c1010.shtml
valaji|Koovi azhaittaal|T. S. Rangarajan|http://www.karnatik.com/c1705.shtml
valaji|Sanna hejegalittu|Purandara Dasa|http://www.karnatik.com/c1828.shtml
valaji|Santatamu ninne|G. N. Balasubramaniam|http://www.karnatik.com/c3077.shtml
valaji|Shree gaayatree devee|Ogirala Veeraraaghava Sharma|http://www.karnatik.com/c1207.shtml
valaji|Valaci yunna (varnam)|Kadaloor subramaniam|http://www.karnatik.com/c2601.shtml
sunada|Devaadi devaa|Mysore Vasudevachar|http://www.karnatik.com/c1255.shtml
purnalalita|Kalugunaa pada|Tyagaraja|http://www.karnatik.com/c2384.shtml
yaman|Mere janam maran ke saathi (bhajan)|Meera|http://www.karnatik.com/c3392.shtml
yaman|Narahari devaa|Bhadrachala Ramadasu|http://www.karnatik.com/c1113.shtml
yaman|Shree raamacandra krpaalu (bhajan)|Tulsidas|http://www.karnatik.com/c3400.shtml
ganamurti|Gaanamoorte|Tyagaraja|http://www.karnatik.com/c1119.shtml
ganamurti|Maa madhura|Koteeswara Iyer|http://www.karnatik.com/c1759.shtml
dhanakapi|Jagadoddhaaranaa|Purandara Dasa|http://www.karnatik.com/c1279.shtml
titta|Naada  tanumanisham|Tyagaraja|http://www.karnatik.com/c1184.shtml
shri|Anbon annaiye|Koteeswara Iyer|http://www.karnatik.com/c1863.shtml
shri|Bhaagyada lakshmi baarammaa|Purandara Dasa|http://www.karnatik.com/c1146.shtml
shri|Bhuvini daasudane|Tyagaraja|http://www.karnatik.com/c2227.shtml
shri|Brocevaarevare|Tyagaraja|http://www.karnatik.com/c1183.shtml
shri|Caturdasa bhuvana roopa (shree vishwanaatam bhajeham)|Muthuswami Dikshitar|http://www.karnatik.com/c1419.shtml
shri|Daari teliyaka|Venkataramana Bhagavathar|http://www.karnatik.com/c3164.shtml
shri|Duritaapaham anisham|R. Ramachandran Nair|http://www.karnatik.com/c3097.shtml
shri|Endaro mahaanubhaavu|Tyagaraja|http://www.karnatik.com/c1006.shtml
shri|Gajavadana|Papanasam Sivan|http://www.karnatik.com/c1840.shtml
shri|Kanakavela|Koteeswara Iyer|http://www.karnatik.com/c1876.shtml
shri|Kanavilum kamala|G. N. Balasubramaniam|http://www.karnatik.com/c3047.shtml
shri|Karuna joodu|Shyama Shastri|http://www.karnatik.com/c1144.shtml
shri|Kori vaccitinayya|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3009.shtml
shri|Maarubalka kunna|Tyagaraja|http://www.karnatik.com/c1281.shtml
shri|Maayanai mannu|Aandaal tiruppaavai|http://www.karnatik.com/c1102.shtml
shri|Meenaakshi jayakaamaakshi (geetam)|Paidala Gurumurti Sastri|http://www.karnatik.com/c3555.shtml
shri|Naama kusumamulace|Tyagaraja|http://www.karnatik.com/c2580.shtml
shri|Nee daan meccikollavendum|Oothukkadu Venkata Kavi|http://www.karnatik.com/c1282.shtml
shri|Nee vara solla|Ashok madhav|http://www.karnatik.com/c2609.shtml
shri|Paalayamaan shree gopaala|Venkataramana Bhagavathar|http://www.karnatik.com/c3195.shtml
shri|72 melaraagamaalika (pranataartihara prabho)|Maha Vaidyanatha Iyer|http://www.karnatik.com/c2635.shtml
shri|Raamam bhajata|Papanasam Sivan|http://www.karnatik.com/c1559.shtml
shri|Sari evvare|Tyagaraja|http://www.karnatik.com/c2819.shtml
shri|Shakti vinaayaka|Muthiah Bhagavatar|http://www.karnatik.com/c2127.shtml
shri|Shivaapriyaa|Muthiah Bhagavatar|http://www.karnatik.com/c1915.shtml
shri|Shri bhaargavam|Muthiah Bhagavatar|http://www.karnatik.com/c2007.shtml
shri|Shree raghuraamam|Venkataramana Bhagavathar|http://www.karnatik.com/c3214.shtml
shri|Shree varalakshmi namastubhyam|Muthuswami Dikshitar|http://www.karnatik.com/c1827.shtml
shri|Caturdasa bhuvana roopa (shree vishwanaatam bhajeham)|Muthuswami Dikshitar|http://www.karnatik.com/c1419.shtml
shri|Shreekari jayakakaara|Muthiah Bhagavatar|http://www.karnatik.com/c2139.shtml
shri|Sogasugaa mridanga|Tyagaraja|http://www.karnatik.com/c2870.shtml
shri|Soorya candraagni|Muthiah Bhagavatar|http://www.karnatik.com/c2065.shtml
shri|Thaarakam shivam|Muthiah Bhagavatar|http://www.karnatik.com/c1999.shtml
shri|Ulam ariyaadaa|Koteeswara Iyer|http://www.karnatik.com/c1891.shtml
shri|Ume ninage|Muthiah Bhagavatar|http://www.karnatik.com/c2033.shtml
shri|Uyir irukkaiyil|Lalitha Dasa|http://www.karnatik.com/c3279.shtml
shri|Vande vaasudevam|Annamacharya|http://www.karnatik.com/c1150.shtml
shri|Yuktamu gaadu|Tyagaraja|http://www.karnatik.com/c2801.shtml
sucharitra|Velu mayilume|Koteeswara Iyer|http://www.karnatik.com/c1855.shtml
ramapriya|Mahaabalaadhi|Muthiah Bhagavatar|http://www.karnatik.com/c2048.shtml
ramapriya|Mrityunjayam|Muthiah Bhagavatar|http://www.karnatik.com/c1983.shtml
ramapriya|Saamee sadaa|Koteeswara Iyer|http://www.karnatik.com/c1842.shtml
ramapriya|Sandehamunu|Tyagaraja|http://www.karnatik.com/c2808.shtml
vijayanagari|Anekaathmane|Muthiah Bhagavatar|http://www.karnatik.com/c1976.shtml
vijayanagari|Evarito ne|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c2998.shtml
vijayanagari|Sharananu kontinayyaa|Venkataramana Bhagavathar|http://www.karnatik.com/c3213.shtml
vijayanagari|Vijayaambike|Muthiah Bhagavatar|http://www.karnatik.com/c1484.shtml
sarasvati|Ambaa mahaavaani|Muthiah Bhagavatar|http://www.karnatik.com/c2025.shtml
sarasvati|Anuraagamule|Tyagaraja|http://www.karnatik.com/c1338.shtml
sarasvati|Cintaginci|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3228.shtml
sarasvati|Enta vedukondu|Tyagaraja|http://www.karnatik.com/c2309.shtml
sarasvati|Hari hari hariyani|Venkataramana Bhagavathar|http://www.karnatik.com/c3172.shtml
sarasvati|Kalaimagale|Dandapani Desikar|http://www.karnatik.com/c1276.shtml
sarasvati|Kodu bega divyamati|Purandara Dasa|http://www.karnatik.com/c1244.shtml
sarasvati|Rudram mahesham|Muthiah Bhagavatar|http://www.karnatik.com/c1970.shtml
sarasvati|Sarasiruhaakshi|Muthiah Bhagavatar|http://www.karnatik.com/c2041.shtml
sarasvati|Saraswati devi|Muthiah Bhagavatar|http://www.karnatik.com/c1712.shtml
sarasvati|Saraswati namostute|G. N. Balasubramaniam|http://www.karnatik.com/c2517.shtml
sarasvati|Vaageeshwari|Muthiah Bhagavatar|http://www.karnatik.com/c2180.shtml
sarasvati|Vaani nityakalyaani|Muthiah Bhagavatar|http://www.karnatik.com/c2181.shtml
kokiladhvani|Giri dhanvinam|Muthiah Bhagavatar|http://www.karnatik.com/c1958.shtml
kokiladhvani|Koniyaadedu|Tyagaraja|http://www.karnatik.com/c2406.shtml
kokiladhvani|Toli nenu jesina|Tyagaraja|http://www.karnatik.com/c2899.shtml
gundakriya|Intanucu varnimpa|Tyagaraja|http://www.karnatik.com/c2363.shtml
gundakriya|Tarunamide nannu|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3038.shtml
suryakanta|Kanjam konjam|Koteeswara Iyer|http://www.karnatik.com/c1773.shtml
suryakanta|Muddumomu elaagu|Tyagaraja|http://www.karnatik.com/c2566.shtml
suryakanta|Shree saambashiva|Muthiah Bhagavatar|http://www.karnatik.com/c1713.shtml
suraranjani|Raghunaatha nannu|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3250.shtml
mand|Aarumo aaval|Kannan aiyyangaar|http://www.karnatik.com/c1456.shtml
mand|Baaro krishnayya|Kanaka Dasa|http://www.karnatik.com/c1324.shtml
mand|Bhaagyavati neene hari manohari|Ashok madhav|http://www.karnatik.com/c2605.shtml
mand|Janaka manoharam|Mysore Vasudevachar|http://www.karnatik.com/c3318.shtml
mand|Mangalam pongidum (kilikkanni)|Muthiah Bhagavatar|http://www.karnatik.com/c2224.shtml
mand|Muraleedhara gopaala|Periyasaamy Thooran|http://www.karnatik.com/c1470.shtml
nagabhasini|Ganesha skanda|Muthiah Bhagavatar|http://www.karnatik.com/c2031.shtml
nagagandhari|Bhajaamyaham|Muthiah Bhagavatar|http://www.karnatik.com/c1987.shtml
nagagandhari|O raama raama|Tyagaraja|http://www.karnatik.com/c2683.shtml
nagagandhari|Sarasijanaabha sodari|Muthuswami Dikshitar|http://www.karnatik.com/c1234.shtml
raktimargini|Darshaname|Muthiah Bhagavatar|http://www.karnatik.com/c2134.shtml
yagapriya|Shambho sadaashiva|Koteeswara Iyer|http://www.karnatik.com/c1787.shtml
abhogi|Evari bodhana (varnam)|Patnam Subramania Iyer|http://www.karnatik.com/c3452.shtml
abhogi|Jaya naaraayana|Muthiah Bhagavatar|http://www.karnatik.com/c1716.shtml
abhogi|Maamava vidyaadhiraaja|R. Ramachandran Nair|http://www.karnatik.com/c3108.shtml
abhogi|Manasu nilpa|Tyagaraja|http://www.karnatik.com/c2451.shtml
abhogi|Manujudai putti|Annamacharya|http://www.karnatik.com/c1709.shtml
abhogi|Nannu brova|Tyagaraja|http://www.karnatik.com/c2584.shtml
abhogi|Nekkurugee|Papanasam Sivan|http://www.karnatik.com/c1028.shtml
abhogi|Neelakantha niranjana|Tyagaraja|http://www.karnatik.com/c2665.shtml
abhogi|Ninnu namminaanu|Muthiah Bhagavatar|http://www.karnatik.com/c2179.shtml
abhogi|Sabaa patikku|Gopalakrishna Bharati|http://www.karnatik.com/c1035.shtml
abhogi|Shree lakshmee varaaham|Muthuswami Dikshitar|http://www.karnatik.com/c1417.shtml
abhogi|Shree mahaaganapate|N. S. Ramachandran|http://www.karnatik.com/c1039.shtml
abhogi|Shree raajagopaala (padavarnam)|Venkataramana Bhagavathar|http://www.karnatik.com/c3215.shtml
abhogi|Shree shiva jaya|Muthiah Bhagavatar|http://www.karnatik.com/c2066.shtml
abhogi|Taamasamika taalanu|G. N. Balasubramaniam|http://www.karnatik.com/c3080.shtml
abhogi|Tirupati malai vaasaa|Lakshmi Krishna|http://www.karnatik.com/c1334.shtml
abhogi|Unmai peshuvom|Dandapani Desikar|http://www.karnatik.com/c1275.shtml
abhogi|Varumai agatri|M.S. Krishna Iyer|http://www.karnatik.com/c1160.shtml
jalarnavam|Kanaka mayoora|Koteeswara Iyer|http://www.karnatik.com/c1794.shtml
chakravakam|Aakati velala|Annamacharya|http://www.karnatik.com/c1571.shtml
chakravakam|Arivudaiyor|Gopalakrishna Bharati|http://www.karnatik.com/c1258.shtml
chakravakam|Etula brotuvo|Tyagaraja|http://www.karnatik.com/c2318.shtml
chakravakam|Eesane inda|Papanasam Sivan|http://www.karnatik.com/c1543.shtml
chakravakam|Jeeva muraliyile|Shuddhananda Bharati|http://www.karnatik.com/c1628.shtml
chakravakam|Kaana kan koti|Koteeswara Iyer|http://www.karnatik.com/c1772.shtml
chakravakam|Kannaale unnai naan|Shuddhananda Bharati|http://www.karnatik.com/c1649.shtml
chakravakam|Maduraapura naayike|Muthiah Bhagavatar|http://www.karnatik.com/c2051.shtml
chakravakam|Maranda bhaashini|R. Ramachandran Nair|http://www.karnatik.com/c3110.shtml
chakravakam|Nenaru meeraganu|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3014.shtml
chakravakam|Nenarunci brova (varnam)|Venkataramana Bhagavathar|http://www.karnatik.com/c3189.shtml
chakravakam|Neramu lennaka|Venkataramana Bhagavathar|http://www.karnatik.com/c3190.shtml
chakravakam|Pramathaadi|Muthiah Bhagavatar|http://www.karnatik.com/c1963.shtml
chakravakam|Shaantamaana mati|Shuddhananda Bharati|http://www.karnatik.com/c1619.shtml
chakravakam|Sugunamule jeppukonti|Tyagaraja|http://www.karnatik.com/c2872.shtml
rasikapriya|Arul seyya vendum|Koteeswara Iyer|http://www.karnatik.com/c1317.shtml
takka|Raakaa shashi vadana|Tyagaraja|http://www.karnatik.com/c2742.shtml
saveri|Amma nannubrovave|Bhadrachala Ramadasu|http://www.karnatik.com/c2462.shtml
saveri|Balamu kulamu|Tyagaraja|http://www.karnatik.com/c1394.shtml
saveri|Bhaaramellaam vaitten|Shuddhananda Bharati|http://www.karnatik.com/c1680.shtml
saveri|Bhaavaiyaami|Swathi Thirunal Rama Varma|http://www.karnatik.com/c1001.shtml
saveri|Bhoobhaaramati|Muthiah Bhagavatar|http://www.karnatik.com/c2192.shtml
saveri|Bhootanaatha|R. Ramachandran Nair|http://www.karnatik.com/c3093.shtml
saveri|Caalu caalu|Tyagaraja|http://www.karnatik.com/c2235.shtml
saveri|Daridaapuleka vedite|Tyagaraja|http://www.karnatik.com/c2248.shtml
saveri|Durusugaa|Shyama Shastri|http://www.karnatik.com/c1051.shtml
saveri|Ettanai sonnaalum|Subbarama Iyer|http://www.karnatik.com/c2438.shtml
saveri|Innum vandaarillaiye|Deshika vinaayakam pillai|http://www.karnatik.com/c1098.shtml
saveri|Intakanna delpa|Tyagaraja|http://www.karnatik.com/c2361.shtml
saveri|Inta taamasamaite|Tyagaraja|http://www.karnatik.com/c2364.shtml
saveri|Janaka suta (geetam)|Purandara Dasa|http://www.karnatik.com/c3547.shtml
saveri|Je je seetaaraam|Tyagaraja|http://www.karnatik.com/c2376.shtml
saveri|Jhoolat raadhaa (bhajan)|Meera|http://www.karnatik.com/c3374.shtml
saveri|Kaliki ninne (varnam)|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3003.shtml
saveri|Kallaada ezhaiyallavo|Papanasam Sivan|http://www.karnatik.com/c1540.shtml
saveri|Kanna talli neevu|Tyagaraja|http://www.karnatik.com/c2388.shtml
saveri|Kantakulanu|Tyagaraja|http://www.karnatik.com/c3286.shtml
saveri|Karmame balavanta|Tyagaraja|http://www.karnatik.com/c2393.shtml
saveri|Kottam adangi|Shuddhananda Bharati|http://www.karnatik.com/c1642.shtml
saveri|Maane moham (varnam)|Koteeswara Iyer|http://www.karnatik.com/c1893.shtml
saveri|Moola prakrti|Muthiah Bhagavatar|http://www.karnatik.com/c1743.shtml
saveri|Murugaa murugaa enraal|Periyasaamy Thooran|http://www.karnatik.com/c1208.shtml
saveri|Neevu brovavalenamma|Tyagaraja|http://www.karnatik.com/c2676.shtml
saveri|Paraasakti manuparaadaa|Tyagaraja|http://www.karnatik.com/c2419.shtml
saveri|Paripoorananadame|Shuddhananda Bharati|http://www.karnatik.com/c1616.shtml
saveri|Raama baana|Tyagaraja|http://www.karnatik.com/c2745.shtml
saveri|Raama sudhaambudi|Bhadrachala Ramadasu|http://www.karnatik.com/c2499.shtml
saveri|Raamaabhiraama raghuraama|Tyagaraja|http://www.karnatik.com/c2747.shtml
saveri|Raamam bhajeham|Tyagaraja|http://www.karnatik.com/c2781.shtml
saveri|Samsaaramulaite|Tyagaraja|http://www.karnatik.com/c2804.shtml
saveri|Sarasoodaa ninnekori (varnam)|Kottavasal Venkatarama Iyer|http://www.karnatik.com/c3147.shtml
saveri|Shree kaamakoti peethasthite|Mysore Sadashiva Rao|http://www.karnatik.com/c1816.shtml
saveri|Shree raama raama shritulamu|Tyagaraja|http://www.karnatik.com/c2854.shtml
saveri|Shree raama raama seetaa|Tyagaraja|http://www.karnatik.com/c2853.shtml
saveri|Shree raamacandra|Tyagaraja|http://www.karnatik.com/c2857.shtml
saveri|Shree raamula|Bhadrachala Ramadasu|http://www.karnatik.com/c2505.shtml
saveri|Shree trilokesham|Muthiah Bhagavatar|http://www.karnatik.com/c1913.shtml
saveri|Tagaduraa raamacandraa|Venkataramana Bhagavathar|http://www.karnatik.com/c3219.shtml
saveri|Teerunaa loni|Tyagaraja|http://www.karnatik.com/c2897.shtml
saveri|Tulasi jagajjanani|Tyagaraja|http://www.karnatik.com/c2901.shtml
saveri|Vadareramma nee paada|G. N. Balasubramaniam|http://www.karnatik.com/c3082.shtml
saveri|Varmamaa enmeedil|Anai ayya|http://www.karnatik.com/c1202.shtml
saveri|Velayyaa|Koteeswara Iyer|http://www.karnatik.com/c1878.shtml
gaurimanohari|Guruleka etuvanti|Tyagaraja|http://www.karnatik.com/c2343.shtml
devi|Aanai mukhattone|Dandapani Desikar|http://www.karnatik.com/c1277.shtml
devi|Evarikai avataaram|Tyagaraja|http://www.karnatik.com/c2323.shtml
devi|Kanna tandri naapai|Tyagaraja|http://www.karnatik.com/c2389.shtml
devi|Kaathyaayani|Muthiah Bhagavatar|http://www.karnatik.com/c2034.shtml
devi|Kula birudunu|Tyagaraja|http://www.karnatik.com/c2413.shtml
devi|Mrtyunjaya krpaakara|Tyagaraja|http://www.karnatik.com/c2564.shtml
devi|Neekela naayeda|Poochi Srinivasa Iyengar|http://www.karnatik.com/c1067.shtml
devi|Ninne ento (varnam)|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3243.shtml
devi|Ninnento (padavarnam)|Venkataramana Bhagavathar|http://www.karnatik.com/c3191.shtml
devi|Ninnu nera nammi|Muthiah Bhagavatar|http://www.karnatik.com/c2190.shtml
devi|Purusham pushadanta|Muthiah Bhagavatar|http://www.karnatik.com/c1989.shtml
devi|Samayamideyani|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3256.shtml
devi|Saamee deekshitaa|Koteeswara Iyer|http://www.karnatik.com/c1888.shtml
devi|Shree ganapatiye|Papanasam Sivan|http://www.karnatik.com/c1591.shtml
devi|Shree hare|R. Ramachandran Nair|http://www.karnatik.com/c3128.shtml
megharanjani|Karunato nannu|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3237.shtml
megharanjani|Manasu karagi|Muthiah Bhagavatar|http://www.karnatik.com/c2169.shtml
megharanjani|Parama paavane|Muthiah Bhagavatar|http://www.karnatik.com/c1745.shtml
mandari|Anagham akhilaanda|Muthiah Bhagavatar|http://www.karnatik.com/c1955.shtml
mandari|Atishaya vara|Muthiah Bhagavatar|http://www.karnatik.com/c2143.shtml
mandari|Ennaalloo|Muthiah Bhagavatar|http://www.karnatik.com/c2172.shtml
mandari|Ninnu jeppa|Patnam Subramania Iyer|http://www.karnatik.com/c1441.shtml
mandari|Neeve maa dhanamu|Ashok madhav|http://www.karnatik.com/c2613.shtml
mandari|Paraloka bhayamu|Tyagaraja|http://www.karnatik.com/c2713.shtml
mandari|Vanajaaksha|Mysore Vasudevachar|http://www.karnatik.com/c3543.shtml
ragavasantam|Devi rame|Mysore Vasudevachar|http://www.karnatik.com/c3296.shtml
kamavardhini|Hari hariyanukove|Tyagaraja|http://www.karnatik.com/c3283.shtml
mangalakaishiki|Namo hiranya|Muthiah Bhagavatar|http://www.karnatik.com/c1951.shtml
kannadagaula|Orajoopu choocedi nyaayamaa|Tyagaraja|http://www.karnatik.com/c1475.shtml
kannadagaula|Sogasu jooda|Tyagaraja|http://www.karnatik.com/c1353.shtml
jayantashri|Marugelaraa o|Tyagaraja|http://www.karnatik.com/c1024.shtml
jayantashri|Neerada sama neela|Oothukkadu Venkata Kavi|http://www.karnatik.com/c1490.shtml
pantuvarali|Ammaa unnaiye|Shuddhananda Bharati|http://www.karnatik.com/c1689.shtml
pantuvarali|Andundaka ne vega|Tyagaraja|http://www.karnatik.com/c1384.shtml
pantuvarali|Appa raama bhakti|Tyagaraja|http://www.karnatik.com/c1388.shtml
pantuvarali|Celiya pai  (varnam)|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c2980.shtml
pantuvarali|Coodare celulaara|Tyagaraja|http://www.karnatik.com/c2245.shtml
pantuvarali|Deva jeevanam|Shuddhananda Bharati|http://www.karnatik.com/c1677.shtml
pantuvarali|Ennagaanu raama bhajana|Bhadrachala Ramadasu|http://www.karnatik.com/c2470.shtml
pantuvarali|Kaa murugayyaa|Koteeswara Iyer|http://www.karnatik.com/c1841.shtml
pantuvarali|Karunaakaram shreekaram|R. Ramachandran Nair|http://www.karnatik.com/c3104.shtml
pantuvarali|Mangalam bhavatu|Muthiah Bhagavatar|http://www.karnatik.com/c2001.shtml
pantuvarali|Naaradamuni vedalina|Tyagaraja|http://www.karnatik.com/c2589.shtml
pantuvarali|Ninne nera|Tyagaraja|http://www.karnatik.com/c2448.shtml
pantuvarali|Nirupama sundaraakaraa|Oothukkadu Venkata Kavi|http://www.karnatik.com/c1498.shtml
pantuvarali|Neeyallavo|Papanasam Sivan|http://www.karnatik.com/c1607.shtml
pantuvarali|Parama paavana|Tyagaraja|http://www.karnatik.com/c2715.shtml
pantuvarali|Raghuvara nannu|Tyagaraja|http://www.karnatik.com/c2739.shtml
pantuvarali|Saarame gaani|Tyagaraja|http://www.karnatik.com/c2811.shtml
pantuvarali|Shambho mahaadeva|Tyagaraja|http://www.karnatik.com/c1442.shtml
pantuvarali|Sharavanabhavaananda|Muthiah Bhagavatar|http://www.karnatik.com/c2173.shtml
pantuvarali|Shiva shiva shiva enaraadaa|Tyagaraja|http://www.karnatik.com/c1443.shtml
pantuvarali|Shivaananda kaamavardhani|G. N. Balasubramaniam|http://www.karnatik.com/c3079.shtml
pantuvarali|Shobaane|Tyagaraja|http://www.karnatik.com/c2832.shtml
pantuvarali|Shrshhti sthityantakaarinee|Muthiah Bhagavatar|http://www.karnatik.com/c2058.shtml
pantuvarali|Sumacara janaka (taana tillaanaa)|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3268.shtml
pantuvarali|Sundaratara deham|Tyagaraja|http://www.karnatik.com/c1280.shtml
pantuvarali|Taaye idu darunam|Kavi Kunjara Bharati|http://www.karnatik.com/c1065.shtml
pantuvarali|Unadu dayai enai|Papanasam Sivan|http://www.karnatik.com/c1606.shtml
pantuvarali|Vaadera deivamu|Tyagaraja|http://www.karnatik.com/c2910.shtml
pantuvarali|Vidhiyemi jeyuduraa|Tyagaraja|http://www.karnatik.com/c2931.shtml
gopikavasantam|Jagadguro|Muthiah Bhagavatar|http://www.karnatik.com/c1967.shtml
gopikavasantam|Shree raama raama raama|Tyagaraja|http://www.karnatik.com/c2852.shtml
ravi|Maakelaraa vicaaramu|Tyagaraja|http://www.karnatik.com/c2538.shtml
ravi|Niravadhi sukhada|Tyagaraja|http://www.karnatik.com/c1086.shtml
ravi|Sarvagjnaa|Muthiah Bhagavatar|http://www.karnatik.com/c1939.shtml
nagasvaravali|Bandhamu seyaraadu|Muthiah Bhagavatar|http://www.karnatik.com/c2160.shtml
nagasvaravali|Bhutapataye|Muthiah Bhagavatar|http://www.karnatik.com/c1971.shtml
nagasvaravali|Garudagamana samayaamide|Patnam Subramania Iyer|http://www.karnatik.com/c1192.shtml
nagasvaravali|Padumaabhan marugaa murugaa|Papanasam Sivan|http://www.karnatik.com/c1595.shtml
nagasvaravali|Shreepate|Tyagaraja|http://www.karnatik.com/c2861.shtml
hamsabhramari|Paramaatmane|Muthiah Bhagavatar|http://www.karnatik.com/c1940.shtml
hamsabhramari|Paripoorna kaama sarileni|Tyagaraja|http://www.karnatik.com/c2722.shtml
kapi|Annai maakaali|Muthiah Bhagavatar|http://www.karnatik.com/c2214.shtml
kapi|Anyaayamu seyakuraa|Tyagaraja|http://www.karnatik.com/c1360.shtml
